epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.6014,4.74662,5.57814,4.20171,0,0,0,0,4.90659,5.20101,4.16435,0.00062,0.00062,0.00062
2,50.531,4.26665,5.24993,4.01975,0,0,0,0,4.89691,5.01254,4.17882,0.00123505,0.00123505,0.00123505
3,73.3754,3.63216,4.61978,3.93445,0,0,0,0,4.82043,4.58041,4.1427,0.00182476,0.00182476,0.00182476
